name,measure,measure_info,geo_type_name,geo_place_name,data_value,Stations,Final Date
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),18.96,Summer,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),14.74,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),25.79,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),25.45,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),30.63,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),33.1,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),27.75,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),30.3,Winter,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),22.04,Summer,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),19.98,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),13.98,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),14.15,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),24.36,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,28.07,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,26.94,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,22.43,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,26.74,Winter,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,17.47,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,14.72,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),14.04,Summer,2019
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Kingsbridge - Riverdale,1.9,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Washington Heights,1.6,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Kingsbridge - Riverdale,2.3,Annual,2016
Annual vehicle miles traveled,million miles,per km2,UHF42,Greenpoint,29.7,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Bay Ridge and Dyker Heights (CD10),1.6,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Bay Ridge and Dyker Heights (CD10),1.8,Annual,2005
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),25.9,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),23.77,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Williamsbridge and Baychester (CD12),21.97,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Throgs Neck and Co-op City (CD10),14.56,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Throgs Neck and Co-op City (CD10),12.27,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,19.73,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,13.2,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,18.97,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,18.91,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,18.89,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Greenpoint,19.39,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),20.22,Winter,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),25.56,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),24.0,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),18.21,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),25.82,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),21.93,Winter,2020
Annual vehicle miles traveled,million miles,per km2,CD,Washington Heights and Inwood (CD12),48.6,Annual,2005
Annual vehicle miles traveled,million miles,per km2,CD,Upper East Side (CD8),64.0,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Washington Heights,42.6,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Kingsbridge - Riverdale,26.3,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Long Island City - Astoria,17.3,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Port Richmond,6.4,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Long Island City - Astoria,23.5,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Greenpoint,28.2,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Port Richmond,0.3,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Port Richmond,0.5,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Long Island City - Astoria,1.6,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Long Island City - Astoria,1.2,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Port Richmond,7.3,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Washington Heights,2.4,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Washington Heights,4.1,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Kingsbridge - Riverdale,2.9,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,South Ozone Park and Howard Beach (CD10),1.9,Annual,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),20.26,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),22.35,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),28.77,Summer,2011
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Clinton and Chelsea (CD4),4.4,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Stuyvesant Town and Turtle Bay (CD6),3.8,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Stuyvesant Town and Turtle Bay (CD6),1.8,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Rego Park and Forest Hills (CD6),2.3,Annual,2005
Nitrogen dioxide (NO2),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),25.87,Annual,2010
Ozone (O3),Mean,ppb,UHF42,Willowbrook,26.04,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Upper East Side,25.15,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Upper East Side,24.81,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Upper East Side,23.42,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Belmont and East Tremont (CD6),20.68,Winter,2020
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Bedford Stuyvesant - Crown Heights,32.6,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Bedford Stuyvesant - Crown Heights,25.6,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Willowbrook,0.8,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Willowbrook,0.7,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,East Harlem,2.1,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Sunset Park,1.8,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Sunset Park,1.7,Annual,2016
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Bedford Stuyvesant - Crown Heights,0.98,Annual,2014
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Bedford Stuyvesant - Crown Heights,2.5,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Sunset Park,3.2,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Flushing - Clearview,1.9,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Fordham - Bronx Pk,2.7,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Ridgewood - Forest Hills,2.0,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,Flushing - Clearview,2.7,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Clinton and Chelsea (CD4),2.9,Annual,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),34.62,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),34.67,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),24.88,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),37.14,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),40.07,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Mott Haven and Melrose (CD1),22.42,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Mott Haven and Melrose (CD1),21.06,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Mott Haven and Melrose (CD1),16.51,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Borough Park,18.87,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Union Square - Lower East Side,49.3,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Lower Manhattan,34.1,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Bensonhurst - Bay Ridge,24.2,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Coney Island - Sheepshead Bay,18.4,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Bensonhurst - Bay Ridge,1.0,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Coney Island - Sheepshead Bay,0.3,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Rockaways,0.2,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Rockaways,4.7,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Coney Island - Sheepshead Bay,2.4,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Borough Park,2.5,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,High Bridge - Morrisania,3.0,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Union Square - Lower East Side,5.0,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Southeast Queens,1.8,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Bensonhurst - Bay Ridge,2.8,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Lower Manhattan,6.3,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,Rockaways,2.0,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,South Beach and Willowbrook (CD2),1.7,Annual,2011
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,High Bridge - Morrisania,124.9,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Southeast Queens,28.4,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Lower Manhattan,35.0,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Union Square - Lower East Side,46.3,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Rockaways,9.0,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Southeast Queens,5.0,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Lower Manhattan,2.6,Annual,2009
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Greenpoint and Williamsburg (CD1),2.2,Annual,2011
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Downtown - Heights - Slope,3.3,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,Northeast Bronx,1.9,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Ridgewood and Maspeth (CD5),0.9,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Midtown (CD5),2.8,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,East New York and Starrett City (CD5),24.93,Winter,2012
Ozone (O3),Mean,ppb,UHF42,Chelsea - Clinton,18.19,Summer,2009
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Downtown - Heights - Slope,36.3,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Northeast Bronx,14.6,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,Downtown - Heights - Slope,38.8,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Downtown - Heights - Slope,3.7,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Northeast Bronx,2.8,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Fresh Meadows,1.7,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,Central Harlem - Morningside Heights,4.2,Annual,2005
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),24.77,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),21.34,Winter,2020
Ozone (O3),Mean,ppb,UHF42,Fresh Meadows,30.67,Summer,2013
Ozone (O3),Mean,ppb,UHF42,Chelsea - Clinton,26.0,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),31.9,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),23.95,Annual,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),26.18,Winter,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Fordham and University Heights (CD5),18.12,Annual,2021
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,209.9,Annual,2005
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Brownsville (CD16),2.0,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Ridgewood and Maspeth (CD5),2.0,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,East New York and Starrett City (CD5),2.1,Annual,2011
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Northeast Bronx,42.2,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Fresh Meadows,20.7,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,130.4,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Fresh Meadows,3.3,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,9.59,Summer,2014
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,11.4,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,9.78,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,6.83,Annual,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,10.07,Annual,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,8.6,Summer,2014
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,8.44,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,11.73,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,11.34,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,8.08,Summer,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,6.65,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,12.54,Winter,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,10.77,Summer,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,8.7,Winter,2014
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,7.27,Annual,2017
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,6.43,Annual,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),9.6,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),20.92,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),22.96,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),19.44,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),11.38,Summer,2015
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,Queens,0.3,Annual,2013
Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,Queens,16.1,Annual,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),9.96,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),21.3,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),17.65,Annual,2010
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Coney Island (CD13),0.4,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Coney Island (CD13),0.2,Annual,2016
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Borough,Queens,2.7,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Queens,4.2,Annual,2009
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Queens Village (CD13),1.8,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Sheepshead Bay (CD15),2.1,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Queens Village (CD13),1.11,Annual,2011
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Queens,27.0,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),10.97,Winter,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),9.77,Annual,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),10.0,Summer,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),27.68,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),28.97,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),23.65,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),28.01,Winter,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),16.35,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),14.27,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),27.99,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),28.96,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),23.55,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),16.76,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),14.28,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),14.06,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),27.43,Winter,2019
Ozone (O3),Mean,ppb,UHF42,West Queens,25.7,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),25.26,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),27.05,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),24.7,Winter,2012
Annual vehicle miles travelled (trucks),million miles,per km2,CD,South Crown Heights and Lefferts Gardens (CD9),0.5,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Morris Park and Bronxdale (CD11),0.5,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Morris Park and Bronxdale (CD11),0.4,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),21.93,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),24.34,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),23.96,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),22.55,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),15.82,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Morris Park and Bronxdale (CD11),14.57,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,East Harlem (CD11),23.21,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),29.14,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),28.1,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),24.05,Winter,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),22.91,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),15.78,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),36.0,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),31.12,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),28.73,Annual,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper East Side (CD8),25.14,Annual,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,Washington Heights and Inwood (CD12),24.14,Winter,2014
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Greenpoint,26.9,Annual,2009
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Jamaica and Hollis (CD12),1.8,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Jamaica and Hollis (CD12),1.22,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Throgs Neck and Co-op City (CD10),1.32,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Upper East Side (CD8),2.46,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Washington Heights and Inwood (CD12),2.59,Annual,2011
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Washington Heights,41.7,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Kingsbridge - Riverdale,26.5,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Long Island City - Astoria,27.1,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Port Richmond,84.7,Annual,2009
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Throgs Neck and Co-op City (CD10),2.0,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Williamsbridge and Baychester (CD12),2.0,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Bay Ridge and Dyker Heights (CD10),1.47,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Williamsbridge and Baychester (CD12),1.37,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Borough Park (CD12),1.36,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,Central Harlem (CD10),2.14,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,CD,South Ozone Park and Howard Beach (CD10),1.31,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Bay Ridge and Dyker Heights (CD10),2.0,Annual,2011
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Greenpoint,1.0,Annual,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),33.37,Annual,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),32.43,Winter,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Stuyvesant Town and Turtle Bay (CD6),28.44,Annual,2017
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Flushing - Clearview,13.3,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Ridgewood - Forest Hills,19.1,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East Harlem,202.7,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Sunset Park,47.2,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Flushing - Clearview,2.6,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Upper East Side,1.4,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Willowbrook,4.7,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Willowbrook,22.3,Annual,2009
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Rego Park and Forest Hills (CD6),2.3,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Riverdale and Fieldston (CD8),2.2,Annual,2011
